categorie_bis,companies,noms,titre_com,commentaire,reponses,notes,date_experience,date_commentaire,site,nombre_pages,date_scrap,verified,année_experience,mois_experience,jour_experience,année_commentaire,mois_commentaire,jour_commentaire,leadtime_com_exp
bank,Cofidis Reviews,Francoise Lapeyrie,Tres facile sur internet on a une…,Tres facile sur internet on a une premiers reponse on envois les justificationson recois une reponse par sms facile et rapide on recois le virement aussitot Satisfaite par leur serieux je suis cliente depuis longtemp,"Bonjour Françoise, Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Alexandre de l'équipe Cofidis.",,"Date of experience: April 16, 2024","Apr 16, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Emilia Fratila,"Tres promptes, amable, professional,de confidence!","Professional team. Info exact, in minimum details. Courtesy. Precision. I'm happy contacted Cofidis.","Bonjour Emilia,Merci pour votre retour. A très bientôt chez Cofidis ! Olivier de l'équipe Cofidis.",,"Date of experience: July 26, 2024","Aug 1, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Mr Claude  Chantereaux,Excellent,Rapide simple et efficace,"Bonjour Claude, Merci, ça fait vraiment plaisir ! Nous ferons tout notre possible pour continuer à vous apporter satisfaction. A bientôt ! Jérôme de l'équipe Cofidis.",,"Date of experience: July 13, 2024","Jul 16, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Anton,Très bon attention aux clients,Très bon attention aux clients. Je recommande vivement,Bonjour Anton. Merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Isabelle de l'équipe Cofidis.,,"Date of experience: July 09, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,MARICAR ANTONIO,The process is very fast,"The process is very fast,the staff are nice ,I recommended,😍",Bonjour Antonio. Je suis ravi que vous soyez satisfait de nos services ! N'hésitez pas à contacter nos conseillers si vous avez la moindre question. Je vous souhaite une bonne journée. Valentin de l'équipe Cofidis,,"Date of experience: September 14, 2023","Oct 6, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Client,Excellent company,Excellent company to deal with,Bonjour et merci pour votre message et vos 5 étoiles. 😉 Je vous souhaite une belle journée. Myriam de l'équipe Cofidis.,,"Date of experience: July 10, 2024","Jul 18, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Mark Purssey,Easy to deal with,"Easy to deal with, can pay off early and easily","Merci pour votre note et commentaire !Belle journée, Mark.Aude, de l'équipe Cofidis",,"Date of experience: July 24, 2024","Jul 26, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Chantal van Eden,A really good experience and very…,"A really good experience, very knowledgeable and polite - superb!!",Bonjour Chantal van Eden. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Matthias de l'équipe Cofidis.,,"Date of experience: July 10, 2024","Jul 17, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,P.r,Un credit parfait,"Une reponse de principe immediate , la definitive apres reception des documents . Rapide et fiable","Bonjour Priscilla, Merci, ça fait vraiment plaisir ! Nous ferons tout notre possible pour continuer à vous apporter satisfaction. A bientôt ! Jérôme de l'équipe Cofidis.",,"Date of experience: November 01, 2023","Nov 20, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Jaime G. Z.,Avoid if you appreciate your money,"Just because they don't communicate well with Amazon, even if you cancel something, they still charge you like nothing happened.Customer service is horrible also, I agree with other users.","Je suis navré d'apprendre que vous ayez rencontré des soucis lors de l'annulation de votre commande Amazon.Sachez que c'est Amazon qui nous transmet l'information d'une annulation, et que dès réception de cette information nous effectuons le remboursement aussitôt le jour même.Une annulation peut en effet prendre jusqu'à une semaine pour être enregistrée par notre partenaire, et cet élément est indépendant de notre volonté.Je vous souhaite une bonne journée.Julien de l'équipe Cofidis.",,"Date of experience: September 03, 2024",6 days ago,https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,CHRISTOPHE DROUARD,Temps respecter,Temps respecter,Bonjour Christophe. Votre satisfaction est notre métier ! 😊 Merci pour votre confiance. Bonne journée. Isabelle de l'équipe,,"Date of experience: July 02, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,DODIENNE KUHN,Simple..,Simple... Rapide... Efficace,Merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Laurence de l'équipe Cofidis.,,"Date of experience: June 23, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=1,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,BILAL AREZKI SABER-PACHA,Rapide,"Rapide, simple et efficace","Bonjour Bilal Arezki, Je suis ravie de lire votre témoignage. 😊 Bonne journée ! Cindy de l'équipe Cofidis.",,"Date of experience: April 26, 2024","Apr 30, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Philippe,Rapidité,"Simple, rapide et efficace. Des interlocuteurs emphatiques.","Bonjour Philippe. Je vous remercie pour ce message, ça fait plaisir ! Belle journée. Jean-Michel de l'équipe Cofidis.",,"Date of experience: November 06, 2023","Dec 8, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Angelina Schmidt,Very poor customer service,"Very poor customer service. My order with Amazon was cancelled, but Cofidis keep charging me and ignores my emails. They keep telling me that Amazon has not informed them. They do not even bother to follow up the case. Terrible customer service and untrustworthy. I will not recommend working with them.","Je suis navrée d'apprendre votre mésaventure suite à l'annulation de votre commande Amazon. Cofidis gère uniquement la partie financière de votre financement en plusieurs fois. Nous ne pouvons intervenir tant que le commerçant ne nous a pas confirmé l'annulation. Afin de faire le point sur votre dossier, je vous invite à contacter un conseiller au 03 28 09 28 09. Je vous souhaite une bonne journée. Emmanuelle de l'équipe Cofidis.",,"Date of experience: June 03, 2024","Sep 10, 2024",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Client,Très bon contact,Très bon contact,"Bonjour, Merci pour votre retour. A très bientôt chez Cofidis ! Sabin de l'équipe Cofidis",,"Date of experience: July 12, 2024","Jul 16, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,277920,rapide,"rapide, simple, efficace","Merci, ça fait vraiment plaisir ! Nous ferons tout notre possible pour continuer à vous apporter satisfaction. A bientôt ! Manon de l'équipe Cofidis.",,"Date of experience: July 13, 2024","Jul 13, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Haïat,Simple et rapide,"Date of experience: July 15, 2024",Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Valérie de l'équipe Cofidis.,,"Date of experience: July 15, 2024","Jul 17, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,CHRISTINE,Simple et rapide,"Date of experience: July 08, 2024",Bonjour Christine .Je vous remercie pour votre message. Je vous souhaite une bonne journée ! Anthony de l'équipe Cofidis.,,"Date of experience: July 08, 2024","Jul 16, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,PHILIPPE KLEGUER,Très bon contact,"Date of experience: July 15, 2024",Bonjour Philippe. Merci pour votre message. 😊 A bientôt ! Cyril de l'équipe Cofidis.,,"Date of experience: July 15, 2024","Jul 17, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,luca garofani,Top service,"Top service, money on my bank account in 12 hours!The requested documentation is minimum and they do not bother you requesting strange documents or documents in pdf format, etc. Highly recommended!",Bonjour Luca. Merci pour vos recommandations et votre confiance. 👌 Je vous souhaite une agréable journée. Jean-Michel de l'équipe Cofidis.,,"Date of experience: September 22, 2022","Sep 24, 2022",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Sophie Telliez,Respect des dates et rapidite !,"Date of experience: August 31, 2023","Bonjour Mme Telliez, merci pour votre message. Votre satisfaction est notre plus belle récompense. Nous restons à votre disposition pour toutes questions ou demandes. Olivier de l'équipe Cofidis",,"Date of experience: August 31, 2023","Sep 15, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,ISMAEL,Simple et rapide,Simple et rapide,"Bonjour Ismael, merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Alycia de l'équipe Cofidis.",,"Date of experience: July 09, 2024","Jul 10, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,julien,Simple et rapide,"Date of experience: July 05, 2024",Bonjour Julien. ide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Antoine de l'équipe Cofidis.,,"Date of experience: July 05, 2024","Jul 10, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,VALERIE,Simple et rapide,Simple et rapide,Bonjour Valérie. Je vous remercie de nous avoir laissé cette note 5 étoiles. N'hésitez pas à nous recontacter en cas de besoin ! Je vous souhaite une bonne journée. Valentin de l'équipe Cofidis.,,"Date of experience: July 02, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Estelle,Simple et rapide,"Date of experience: June 28, 2024","Bonjour Estelle,Je vous remercie pour ce message, ça fait plaisir ! Belle journée.Insaf de l'équipe Cofidis.",,"Date of experience: June 28, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,JC,Simple et rapide,"Date of experience: July 05, 2024","Bonjour JC,Merci beaucoup, ça fait plaisir ! Je vous souhaite une bonne journée.Insaf de l'équipe Cofidis",,"Date of experience: July 05, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,BASTIEN MONTEIL,Efficace simple et rapide.,"Date of experience: December 02, 2023","Bonjour Bastien, merci pour votre commentaire et votre note 5 étoiles ! Je vous souhaite de belles fêtes de fin d'année. A bientôt ! Estelle de l'équipe Cofidis. :-)",,"Date of experience: December 02, 2023","Dec 19, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,CECILE,Super,SuperBon suivie,Merci pour votre message. 😊 A bientôt ! Manon de l'équipe Cofidis.,,"Date of experience: July 11, 2024","Jul 11, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,BENJAMIN LE COQUET,Super,"Simple, rapide et efficace.",Bonjour Benjamin. Merci pour votre message. 😊 A bientôt ! Jean-Michel de l'équipe Cofidis.,,"Date of experience: November 01, 2023","Nov 8, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Preetham MYSORE,"Simple, Rapide et Efficace","Simple, rapide, et efficace :)","Bonjour Preetham.Simple, rapide et efficace !Enorme merci. 💪🏻 Je vous souhaite une agréable journée.Cyril de l'équipe Cofidis.",,"Date of experience: February 22, 2023","Feb 23, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,MANUEL,Simple rapide et intuitif,"Date of experience: July 05, 2024",Bonjour Manuel. Merci pour votre message. 😊 A bientôt ! Cyril de l'équipe Cofidis.,,"Date of experience: July 05, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=2,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,MRINAL,Super,Excellent super just wow,"Bonjour Mrinal.Je vous remercie pour ce message, ça fait plaisir ! Belle journée. Christine de l'équipe Cofidis.",,"Date of experience: July 09, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,LUCILLE,Rapide et simple,"Date of experience: April 17, 2024",Bonjour Lucille. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Antoine de l'équipe Cofidis.,,"Date of experience: April 17, 2024","May 1, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,LEO GASTSACHER,Nickel chrome,"Date of experience: February 13, 2024",Bonjour Léo ! Merci pour votre retour. A très bientôt chez Cofidis ! Marie Sophie de l'équipe Cofidis.,,"Date of experience: February 13, 2024","Feb 13, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,BOGRAND,PROFESSIONNEL-EFFICACE-CONDITIONS…,PROFESSIONNEL-EFFICACE-CONDITIONS CLAIRES-pas DE SURPRISE;j'utilise vos services pour la 2eme fois et je suis satisfait.je recompte les réutiliser pour les prochains besoin;,"Bonjour, Mr Bogrand, merci pour votre message. Votre satisfaction est notre plus belle récompense. Nous restons à votre disposition pour toutes questions ou demandes. Olivier de l'équipe Cofidis.",,"Date of experience: March 01, 2022","Apr 5, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Alexandra Leroyer,Rapide et simple,"Date of experience: March 15, 2024",Nous sommes ravis de pouvoir vous accompagner pour vos petits et grands projets. A bientôt ! Rémi de l'équipe Cofidis.,,"Date of experience: March 15, 2024","Apr 17, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,ERIC DUCOUROY,Bon contact,"Date of experience: January 26, 2024","Bonjour Eric,Merci pour votre message. 😊 A bientôt ! Aïcha de l'équipe Cofidis.",,"Date of experience: January 26, 2024","Jan 28, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,NAS MAR,Best service,"Date of experience: December 12, 2023",Bonjour Nas Mar. Merci beaucoup pour les 5 étoiles. 🤩 A bientôt. Jean-Michel de l'équipe Cofidis.,,"Date of experience: December 12, 2023","Dec 12, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,AURORE GONCALVES,Super  bien top,"Date of experience: April 08, 2024",Bonjour Aurore. Merci pour votre commentaire. Belle journée ! Julien de l'équipe Cofidis.,,"Date of experience: April 08, 2024","Apr 15, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,B8xoppola90,Top rapide,"Top rapide, super9",Bonjour. Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Antoine de l'équipe Cofidis.,,"Date of experience: February 13, 2024","Feb 13, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,KENZA ABDOU,merci rapide efficace,"Date of experience: October 30, 2023","Bonjour Kenza, merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Alycia de l'équipe Cofidis.",,"Date of experience: October 30, 2023","Oct 30, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,aurelie,simple et affichage,simple et efficace,Bonjour Aurelie. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Matthias de l'équipe Cofidis.,,"Date of experience: September 11, 2023","Sep 12, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,MENDY CLAISSE,Rapide simple efficace,"Date of experience: September 01, 2023","Bonjour Mendy,Merci beaucoup pour votre message.A très vite !Cyril de l'équipe Cofidis.",,"Date of experience: September 01, 2023","Sep 21, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,KEVIN POHU,Le feu!,"Super, au top!","Bonjour Kevin ! Wahou, c'est vous qui êtes au top ! Un grand merci pour votre note et votre commentaire ! A bientôt ! Céline de l'équipe Cofidis.",,"Date of experience: December 17, 2023","Dec 21, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,KARINE LAFRAISE,BON CONTACT ET FACILITE D'ACCES AUX…,BON CONTACT ET FACILITE D'ACCES AUX INFORMATIONS,"Bonjour Karine,Merci beaucoup pour votre retour d'expérience. Nous espérons vous revoir pour vos futurs projets.Je vous souhaite une bonne fin de journée.Insaf de l'équipe Cofidis.",,"Date of experience: December 01, 2023","Dec 19, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,faissal bekhedda,super merci cofidis,"Date of experience: September 23, 2023",Bonjour Faissal. Merci pour votre retour. A très bientôt chez Cofidis ! Jérôme de l'équipe Cofidis.,,"Date of experience: September 23, 2023","Sep 23, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Lazaro Morejon,excellent service,"Date of experience: January 05, 2023","Bonjour Lazaro, merci pour votre retour. A très bientôt chez Cofidis ! Wahiba de l'équipe Cofidis.",,"Date of experience: January 05, 2023","Jan 31, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,DAMIEN,Simple et rapide,"Date of experience: March 07, 2023",Bonjour Damien. Je vous remercie d'avoir pris le temps de nous laisser cette note 5 étoiles. N'hésitez pas à nous recontacter si vous avez la moindre question ! Je vous souhaite une bonne journée. Valentin de l'équipe Cofidis,,"Date of experience: March 07, 2023","Mar 23, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,MARWEN SAADA,Excellent top top,"Date of experience: February 05, 2024",Bonjour Marwen. Merci pour message et votre note. Je vous souhaite une belle journée. Anthony de l'équipe Cofidis.,,"Date of experience: February 05, 2024","Feb 5, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Olivier,Simple et rapide,"Date of experience: March 21, 2023",Merci pour votre retour. A très bientôt chez Cofidis ! Camille de l'équipe Cofidis.,,"Date of experience: March 21, 2023","Mar 30, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,DEBORAH MOSSAKOWSKI,Très bon service,"Date of experience: January 04, 2023","Bonjour Déborah,Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Jérôme de l'équipe Cofidis.",,"Date of experience: January 04, 2023","Feb 10, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=3,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,SPINDLER,NEANT,RIEN DE PRECIS,"Bonjour Dominique,Merci pour votre retour. A très bientôt chez Cofidis ! Marion de l'équipe Cofidis.",,"Date of experience: September 10, 2023","Sep 12, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,KRISHANTH RAJASEGAR,Good service and trust,"Date of experience: October 19, 2023","Bonjour Krishanth, merci beaucoup pour votre message. A très vite ! Wahiba de l'équipe Cofidis. 😉",,"Date of experience: October 19, 2023","Oct 19, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,IULIANA IFTIME,Excellent communication,"Excellent communication, attentive à notre besoin financier.Confirmation rapide et collaboration efficiente.","Bonjour IULIANA IFTIME, Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Annick de l'équipe Cofidis.",,"Date of experience: May 04, 2022","May 4, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,PHILIPPE SERIEYS,Excellent contact rapidité de mise à…,Excellent contact rapidité de mise à disposition du prêt simplicité du dossier à constituer,"Bonjour Mr Serieys, merci pour votre message. Votre satisfaction est notre plus belle récompense. Nous restons à votre disposition pour toutes questions ou besoins. Olivier le l'équipe Cofidis.",,"Date of experience: January 10, 2022","Jan 10, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,GERARD CAHOREAU,Rapide et simple,Rapide et simple. Merci,Bonjour Gerard CAHOREAU. Merci pour votre retour. A très bientôt chez Cofidis ! Matthias de l'équipe Cofidis.,,"Date of experience: October 24, 2022","Nov 8, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Fernandez Gregory,Très bon contact,"Date of experience: October 28, 2022",Bonjour M. Fernandez. Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Philippe de l'équipe Cofidis.,,"Date of experience: October 28, 2022","Nov 8, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,MARIA,Sa se passe très,Sa se passe très,Merci pour votre note 5 étoiles Maria ! 🤩 A bientôt. Laurence de l'équipe Cofidis.,,"Date of experience: July 08, 2024","Jul 11, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Luis Claudio Souza,Good experience,"Good experience, good comunication and process flow.","Bonjour Luis Claudio, Merci beaucoup pour votre message. A très vite ! Alexandre de l'équipe Cofidis",,"Date of experience: January 24, 2024","Feb 5, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,CATHERINE,Facile,"Rapide, efficace","Bonjour Catherine,Merci beaucoup pour votre message. A très vite ! Valérie de l'équipe Cofidis.",,"Date of experience: July 12, 2024","Jul 16, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Lionel Assepo;,Contact rapide et efficace,"Date of experience: October 24, 2022",Bonjour Lionel. Merci pour votre retour. A très bientôt chez Cofidis ! Laétitia l de l'équipe Cofidis.,,"Date of experience: October 24, 2022","Oct 24, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,NOEMIE LIEVEQUIN,Credit à merveille,Rapide simple et efficace,"Bonjour Noémie,Rapide et efficace ! Énorme merci. 💪🏻 Je vous souhaite une agréable journée. Aïcha de l'équipe Cofidis.",,"Date of experience: October 24, 2022","Oct 24, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,fabienne 47,très bon site,très bon site,"Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Alexis de l'équipe Cofidis.",,"Date of experience: June 26, 2024","Jul 10, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Ryan,C'est tres tres bien service…,C'est tres tres bien service professionelle.!,Bonjour Ryan. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Matthias de l'équipe Cofidis.,,"Date of experience: August 30, 2022","Aug 30, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,augier michel,exellente aide,exellente aide,Bonjour Michel.Merci pour votre retour. A très bientôt chez Cofidis ! Christine de l'équipe Cofidis.,,"Date of experience: July 04, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,ELISABETH,"Simple,pratique","Date of experience: July 10, 2024","Bonjour Elisabeth. Je vous remercie pour votre gentil commentaire. Je vous dis à très bientôt chez COFIDIS. Juliette, conseillère COFIDIS.",,"Date of experience: July 10, 2024","Jul 16, 2024Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Madame RODDIER,Le personnel a ete agreable et efficace,"Date of experience: September 12, 2022",Bonjour Madame Roddier. Je vous remercie pour cette belle note 5 étoiles ! 🤩 Excellente semaine. Florian de l'équipe Cofidis.,,"Date of experience: September 12, 2022","Sep 20, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,client,Super 👍👍👍👍👍,"Date of experience: July 26, 2022","Bonjour,Merci pour votre message. 😊 A bientôt ! Bettina de l'équipe Cofidis.",,"Date of experience: July 26, 2022","Aug 1, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,JEAN CLAUDE DELORT,efficace et interlocuteur tres prensent…,efficace et interlocuteur tres prensent un bon suivi du dossier,Bonjour Jean Claude. Merci pour ce retour d'expérience. Votre satisfaction est notre métier ! 🙂 Bonne journée. Florian de l'équipe Cofidis.,,"Date of experience: February 15, 2022","Feb 15, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,ABDALLAH ZAKOUR,Credit simple rapide interlocuteur…,Credit simple rapide interlocuteur comprehensible aimable ouvert,Bonjour Abdallah. Je vous remercie pour votre message et votre note. Je vous souhaite une belle journée. A bientôt. Anthony de l'équipe Cofidis.,,"Date of experience: January 04, 2022","Jan 4, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,GILLES DEMARCQ,Très bon relationnel,Très bon relationnelMerci,"Bonjour Gilles, je vous remercie pour votre retour. A très bientôt chez Cofidis ! Wahiba de l'équipe Cofidis.",,"Date of experience: September 14, 2022","Sep 27, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=4,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,Pm,Parfait,"Parfait, service clients excellent, communication impeccable.",Bonjour Pierre Maxime. Je vous remercie pour votre retour d'expérience. Votre satisfaction est notre plus belle récompense. A bientôt. Emmanuelle de l'équipe Cofidis.,,"Date of experience: February 09, 2022","Feb 9, 2022Invited",https://www.trustpilot.com/review/cofidis.fr?page=5,17,17-09-2024,,,,,,,,
bank,Cofidis Reviews,ANGE DIAZ,Satisfaction,Simple rapide et efficace,Bonjour Ange. Merci pour votre retour. A très bientôt chez Cofidis ! Laétitia l de l'équipe Cofidis.,,"Date of experience: December 29, 2022","Jan 16, 2023Invited",https://www.trustpilot.com/review/cofidis.fr?page=5,17,17-09-2024,,,,,,,,
